Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,District,Ward,County Electoral Division
BS3 5ED,Yes,51.434346,-2.583748,359518,170756,ST595707,1/1/1980 12:00:00 AM,,39,52,20,Bedminster,1.0,Bristol,"Bristol, City of",Knowle,
BS3 5EE,Yes,51.436092,-2.581670,359664,170949,ST596709,1/1/1980 12:00:00 AM,,37,13,7,Bedminster,1.0,Bristol,"Bristol, City of",Knowle,
BS3 5EF,Yes,51.435455,-2.583259,359553,170879,ST595708,1/1/1980 12:00:00 AM,,35,47,19,Bedminster,0.9,Bristol,"Bristol, City of",Knowle,
BS3 5EG,Yes,51.434472,-2.585534,359394,170771,ST593707,1/1/1980 12:00:00 AM,,29,51,22,Bedminster,0.9,Bristol,"Bristol, City of",Knowle,
BS3 5EH,Yes,51.435660,-2.583506,359536,170902,ST595709,1/1/1980 12:00:00 AM,,31,44,18,Bedminster,0.9,Bristol,"Bristol, City of",Knowle,
BS3 5EJ,Yes,51.436580,-2.582913,359578,171004,ST595710,1/1/1980 12:00:00 AM,,27,33,12,Bedminster,0.9,Bristol,"Bristol, City of",Windmill Hill,
BS3 5EL,Yes,51.436466,-2.584264,359484,170992,ST594709,1/1/1980 12:00:00 AM,,23,67,19,Bedminster,0.8,Bristol,"Bristol, City of",Windmill Hill,
BS3 5EN,Yes,51.436170,-2.584016,359501,170959,ST595709,1/1/1980 12:00:00 AM,,25,54,18,Bedminster,0.8,Bristol,"Bristol, City of",Windmill Hill,
BS3 5EP,Yes,51.435698,-2.586772,359309,170908,ST593709,1/1/1980 12:00:00 AM,,18,50,19,Bedminster,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5EQ,Yes,51.434714,-2.585753,359379,170798,ST593707,1/1/1980 12:00:00 AM,,26,40,18,Bedminster,0.8,Bristol,"Bristol, City of",Knowle,
BS3 5ER,Yes,51.435420,-2.586625,359319,170877,ST593708,1/1/1980 12:00:00 AM,,19,62,27,Bedminster,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5ES,Yes,51.435317,-2.587530,359256,170866,ST592708,1/1/1980 12:00:00 AM,,18,31,10,Bedminster,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5ET,Yes,51.435077,-2.586937,359297,170839,ST592708,5/1/2004 12:00:00 AM,,19,9,6,Bedminster,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5EU,Yes,51.433154,-2.590322,359060,170627,ST590706,4/1/2018 12:00:00 AM,,24,,,Bedminster,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5EW,Yes,51.436269,-2.585873,359372,170971,ST593709,1/1/1980 12:00:00 AM,,20,54,24,Bedminster,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5EX,Yes,51.433484,-2.590829,359025,170664,ST590706,6/1/2019 12:00:00 AM,,24,,,Bedminster,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5EY,Yes,51.433575,-2.602987,358180,170681,ST581706,3/1/2021 12:00:00 AM,,13,,,Parson Street,0.3,Bristol,"Bristol, City of",Filwood,
BS3 5EZ,Yes,51.434575,-2.586657,359316,170783,ST593707,9/1/2022 12:00:00 AM,,22,,,Bedminster,0.8,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HE,Yes,51.434747,-2.593436,358845,170806,ST588708,4/1/1985 12:00:00 AM,,14,34,20,Bedminster,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HF,Yes,51.434552,-2.587549,359254,170781,ST592707,1/1/1980 12:00:00 AM,,19,50,44,Bedminster,0.8,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HG,Yes,51.436053,-2.589511,359119,170949,ST591709,1/1/1980 12:00:00 AM,,17,5,4,Bedminster,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HH,Yes,51.435578,-2.590972,359017,170897,ST590708,1/1/1980 12:00:00 AM,,16,66,26,Bedminster,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HJ,Yes,51.435901,-2.591034,359013,170933,ST590709,1/1/1980 12:00:00 AM,,15,84,30,Bedminster,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HL,Yes,51.435414,-2.593113,358868,170880,ST588708,1/1/1980 12:00:00 AM,,15,8,2,Bedminster,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HN,Yes,51.435809,-2.593378,358850,170924,ST588709,1/1/1980 12:00:00 AM,,16,15,6,Bedminster,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HP,Yes,51.434745,-2.592069,358940,170805,ST589708,1/1/1980 12:00:00 AM,,16,25,11,Bedminster,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HQ,Yes,51.435410,-2.588553,359185,170877,ST591708,1/1/1980 12:00:00 AM,,16,36,18,Bedminster,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HR,Yes,51.434832,-2.592674,358898,170815,ST588708,1/1/1980 12:00:00 AM,,15,5,1,Bedminster,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HS,Yes,51.435256,-2.590723,359034,170861,ST590708,1/1/1980 12:00:00 AM,,16,75,30,Bedminster,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HT,Yes,51.434924,-2.590503,359049,170824,ST590708,1/1/1980 12:00:00 AM,,17,71,28,Bedminster,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HU,Yes,51.434724,-2.589076,359148,170801,ST591708,1/1/1980 12:00:00 AM,,17,24,10,Bedminster,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HW,Yes,51.435236,-2.592910,358882,170860,ST588708,1/1/1980 12:00:00 AM,,15,27,8,Bedminster,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5HX,Yes,51.433956,-2.588203,359208,170715,ST592707,1/1/1980 12:00:00 AM,,20,55,20,Bedminster,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5HY,Yes,51.432448,-2.585896,359367,170546,ST593705,1/1/1980 12:00:00 AM,,31,43,16,Bedminster,1.0,Bristol,"Bristol, City of",Filwood,
BS3 5HZ,Yes,51.430645,-2.584865,359437,170345,ST594703,1/1/1980 12:00:00 AM,,45,56,22,Bedminster,1.2,Bristol,"Bristol, City of",Filwood,
BS3 5JA,Yes,51.430765,-2.584392,359470,170358,ST594703,1/1/1980 12:00:00 AM,,44,77,24,Bedminster,1.2,Bristol,"Bristol, City of",Knowle,
BS3 5JB,Yes,51.432746,-2.585540,359392,170579,ST593705,1/1/1980 12:00:00 AM,,30,42,14,Bedminster,1.0,Bristol,"Bristol, City of",Knowle,
BS3 5JD,Yes,51.432246,-2.588454,359189,170525,ST591705,1/1/1980 12:00:00 AM,,31,85,34,Bedminster,1.0,Bristol,"Bristol, City of",Filwood,
BS3 5JE,Yes,51.431430,-2.591623,358968,170436,ST589704,1/1/1980 12:00:00 AM,,41,89,31,Bedminster,1.0,Bristol,"Bristol, City of",Filwood,
BS3 5JF,Yes,51.431598,-2.592042,358939,170455,ST589704,1/1/1980 12:00:00 AM,,41,91,32,Bedminster,1.0,Bristol,"Bristol, City of",Filwood,
BS3 5JG,Yes,51.432451,-2.588845,359162,170548,ST591705,1/1/1980 12:00:00 AM,,28,51,20,Bedminster,0.9,Bristol,"Bristol, City of",Filwood,
BS3 5JJ,Yes,51.434094,-2.589356,359128,170731,ST591707,1/1/1980 12:00:00 AM,,19,6,3,Bedminster,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5JL,Yes,51.434271,-2.589775,359099,170751,ST590707,5/1/2016 12:00:00 AM,,18,,,Bedminster,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5JN,No,51.431861,-2.595167,358722,170486,ST587704,10/1/1984 12:00:00 AM,8/1/2010 12:00:00 AM,27,,,Parson Street,0.9,Bristol,"Bristol, City of",Filwood,
BS3 5JQ,Yes,51.433386,-2.588828,359164,170652,ST591706,1/1/1980 12:00:00 AM,,22,71,28,Bedminster,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5JU,Yes,51.434581,-2.590743,359032,170786,ST590707,1/1/1980 12:00:00 AM,,17,68,22,Bedminster,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5JW,No,51.431138,-2.596006,358663,170406,ST586704,10/1/1984 12:00:00 AM,8/1/2010 12:00:00 AM,30,,,Parson Street,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5JX,Yes,51.434045,-2.593628,358831,170728,ST588707,1/1/1980 12:00:00 AM,,15,76,22,Bedminster,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5JY,Yes,51.433776,-2.593509,358839,170698,ST588706,1/1/1980 12:00:00 AM,,16,61,24,Bedminster,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5JZ,Yes,51.433377,-2.595892,358673,170655,ST586706,1/1/1980 12:00:00 AM,,13,58,22,Bedminster,0.8,Bristol,"Bristol, City of",Windmill Hill,
BS3 5LA,Yes,51.433081,-2.595802,358679,170622,ST586706,1/1/1980 12:00:00 AM,,14,57,20,Bedminster,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5LB,Yes,51.432516,-2.597204,358581,170560,ST585705,1/1/1980 12:00:00 AM,,15,36,16,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5LD,Yes,51.432953,-2.598044,358523,170609,ST585706,1/1/1980 12:00:00 AM,,13,59,27,Parson Street,0.7,Bristol,"Bristol, City of",Windmill Hill,
BS3 5LE,Yes,51.432979,-2.599843,358398,170613,ST583706,1/1/1980 12:00:00 AM,,13,42,18,Parson Street,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5LF,Yes,51.433189,-2.601069,358313,170637,ST583706,1/1/1980 12:00:00 AM,,12,37,16,Parson Street,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5LG,Yes,51.433490,-2.602022,358247,170671,ST582706,1/1/1980 12:00:00 AM,,12,28,11,Parson Street,0.4,Bristol,"Bristol, City of",Windmill Hill,
BS3 5LH,Yes,51.431843,-2.598706,358476,170486,ST584704,1/1/1980 12:00:00 AM,,14,49,18,Parson Street,0.6,Bristol,"Bristol, City of",Filwood,
BS3 5LJ,Yes,51.431910,-2.598031,358523,170493,ST585704,1/1/1980 12:00:00 AM,,15,38,16,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5LL,Yes,51.430655,-2.598964,358457,170354,ST584703,1/1/1980 12:00:00 AM,,17,36,22,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5LN,Yes,51.430387,-2.598715,358474,170324,ST584703,1/1/1980 12:00:00 AM,,19,57,24,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5LP,Yes,51.431696,-2.597524,358558,170469,ST585704,1/1/1980 12:00:00 AM,,17,45,16,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5LQ,Yes,51.431751,-2.599165,358444,170476,ST584704,1/1/1980 12:00:00 AM,,13,68,26,Parson Street,0.6,Bristol,"Bristol, City of",Filwood,
BS3 5LR,Yes,51.430490,-2.597897,358531,170335,ST585703,1/1/1980 12:00:00 AM,,23,45,21,Parson Street,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5LS,Yes,51.431537,-2.597148,358584,170451,ST585704,1/1/1980 12:00:00 AM,,19,54,17,Parson Street,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5LT,Yes,51.432768,-2.595366,358709,170587,ST587705,1/1/1980 12:00:00 AM,,17,59,22,Bedminster,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5LU,Yes,51.432335,-2.595663,358688,170539,ST586705,1/1/1980 12:00:00 AM,,19,57,21,Parson Street,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5LW,Yes,51.431105,-2.597071,358589,170403,ST585704,1/1/1980 12:00:00 AM,,21,60,28,Parson Street,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5LX,Yes,51.433555,-2.592830,358886,170673,ST588706,1/1/1980 12:00:00 AM,,19,64,24,Bedminster,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5LY,Yes,51.433304,-2.592597,358902,170645,ST589706,1/1/1980 12:00:00 AM,,21,105,33,Bedminster,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5LZ,No,51.432201,-2.593704,358824,170523,ST588705,9/1/1981 12:00:00 AM,8/1/2010 12:00:00 AM,33,,,Bedminster,0.9,Bristol,"Bristol, City of",Filwood,
BS3 5NA,No,51.431516,-2.594069,358798,170447,ST587704,9/1/1981 12:00:00 AM,8/1/2010 12:00:00 AM,40,,,Bedminster,1.0,Bristol,"Bristol, City of",Filwood,
BS3 5ND,Yes,51.435411,-2.602565,358211,170885,ST582708,7/1/2003 12:00:00 AM,,20,93,40,Parson Street,0.4,Bristol,"Bristol, City of",Windmill Hill,
BS3 5NF,Yes,51.433869,-2.601739,358267,170713,ST582707,1/1/1991 12:00:00 AM,,12,32,27,Parson Street,0.4,Bristol,"Bristol, City of",Windmill Hill,
BS3 5NG,Yes,51.432612,-2.608383,357804,170577,ST578705,1/1/1980 12:00:00 AM,,24,67,25,Parson Street,0.1,Bristol,"Bristol, City of",Bishopsworth,
BS3 5NH,Yes,51.431426,-2.611647,357576,170447,ST575704,1/1/1980 12:00:00 AM,,38,4,2,Parson Street,0.3,Bristol,"Bristol, City of",Bishopsworth,
BS3 5NJ,Yes,51.431740,-2.608199,357816,170480,ST578704,1/1/1980 12:00:00 AM,,29,46,20,Parson Street,0.2,Bristol,"Bristol, City of",Bishopsworth,
BS3 5NL,Yes,51.431526,-2.606211,357954,170455,ST579704,1/1/1980 12:00:00 AM,,20,38,19,Parson Street,0.2,Bristol,"Bristol, City of",Bishopsworth,
BS3 5NN,Yes,51.430953,-2.607412,357870,170392,ST578703,1/1/1980 12:00:00 AM,,29,107,44,Parson Street,0.3,Bristol,"Bristol, City of",Bishopsworth,
BS3 5NP,Yes,51.433162,-2.604535,358072,170636,ST580706,1/1/1980 12:00:00 AM,,15,73,30,Parson Street,0.2,Bristol,"Bristol, City of",Filwood,
BS3 5NQ,Yes,51.431893,-2.610057,357687,170498,ST576704,1/1/1980 12:00:00 AM,,32,71,28,Parson Street,0.2,Bristol,"Bristol, City of",Bishopsworth,
BS3 5NR,Yes,51.432404,-2.605115,358031,170552,ST580705,1/1/1980 12:00:00 AM,,16,,,Parson Street,0.2,Bristol,"Bristol, City of",Filwood,
BS3 5NS,Yes,51.432382,-2.604180,358096,170549,ST580705,1/1/1980 12:00:00 AM,,16,109,52,Parson Street,0.3,Bristol,"Bristol, City of",Filwood,
BS3 5NT,Yes,51.432267,-2.603804,358122,170536,ST581705,1/1/1980 12:00:00 AM,,16,96,44,Parson Street,0.3,Bristol,"Bristol, City of",Filwood,
BS3 5NU,Yes,51.434502,-2.602712,358200,170784,ST581707,1/1/1980 12:00:00 AM,,17,70,32,Parson Street,0.4,Bristol,"Bristol, City of",Windmill Hill,
BS3 5NW,Yes,51.431257,-2.607876,357838,170426,ST578704,1/1/1980 12:00:00 AM,,30,91,32,Parson Street,0.2,Bristol,"Bristol, City of",Bishopsworth,
BS3 5NX,Yes,51.434392,-2.601315,358297,170771,ST582707,1/1/1980 12:00:00 AM,,13,32,14,Parson Street,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5NY,Yes,51.434597,-2.601778,358265,170794,ST582707,1/1/1980 12:00:00 AM,,13,47,19,Parson Street,0.4,Bristol,"Bristol, City of",Windmill Hill,
BS3 5NZ,Yes,51.435778,-2.601218,358305,170925,ST583709,1/1/1980 12:00:00 AM,,15,91,34,Parson Street,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5PA,Yes,51.435582,-2.600884,358328,170903,ST583709,1/1/1980 12:00:00 AM,,15,40,13,Parson Street,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5PB,Yes,51.436216,-2.599814,358403,170973,ST584709,1/1/1980 12:00:00 AM,,13,41,16,Bedminster,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5PD,Yes,51.435641,-2.599792,358404,170909,ST584709,1/1/1980 12:00:00 AM,,13,9,5,Parson Street,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5PE,Yes,51.435300,-2.599600,358417,170871,ST584708,1/1/1980 12:00:00 AM,,13,40,15,Parson Street,0.6,Bristol,"Bristol, City of",Windmill Hill,
BS3 5PF,Yes,51.436185,-2.599022,358458,170969,ST584709,1/1/1980 12:00:00 AM,,15,24,10,Bedminster,0.5,Bristol,"Bristol, City of",Windmill Hill,
BS3 5PN,Yes,51.433412,-2.606596,357929,170665,ST579706,1/1/1980 12:00:00 AM,,20,74,32,Parson Street,0.1,Bristol,"Bristol, City of",Filwood,
BS3 5PP,Yes,51.433919,-2.604157,358099,170720,ST580707,1/1/1980 12:00:00 AM,,17,44,23,Parson Street,0.3,Bristol,"Bristol, City of",Filwood,
BS3 5PR,Yes,51.433141,-2.605153,358029,170634,ST580706,1/1/1980 12:00:00 AM,,16,67,29,Parson Street,0.2,Bristol,"Bristol, City of",Filwood,
BS3 5PS,Yes,51.433319,-2.605458,358008,170654,ST580706,1/1/1980 12:00:00 AM,,17,65,32,Parson Street,0.2,Bristol,"Bristol, City of",Filwood,
BS3 5PT,Yes,51.432854,-2.606675,357923,170603,ST579706,1/1/1980 12:00:00 AM,,20,23,11,Parson Street,0.1,Bristol,"Bristol, City of",Filwood,
BS3 5PU,Yes,51.432689,-2.607377,357874,170585,ST578705,1/1/1980 12:00:00 AM,,22,15,7,Parson Street,0.1,Bristol,"Bristol, City of",Bishopsworth,
BS3 5PW,Yes,51.433662,-2.605275,358021,170692,ST580706,1/1/1980 12:00:00 AM,,18,65,30,Parson Street,0.2,Bristol,"Bristol, City of",Filwood,
BS3 5QE,Yes,51.429089,-2.601014,358313,170181,ST583701,8/1/1992 12:00:00 AM,,19,,,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5QF,No,51.431035,-2.605543,358000,170400,ST579703,1/1/1983 12:00:00 AM,5/1/1994 12:00:00 AM,19,,,Parson Street,0.3,Bristol,"Bristol, City of",Bishopsworth,
BS3 5QG,Yes,51.431567,-2.605276,358019,170459,ST580704,1/1/1980 12:00:00 AM,,18,17,9,Parson Street,0.3,Bristol,"Bristol, City of",Filwood,
BS3 5QH,Yes,51.430748,-2.605294,358017,170368,ST580703,1/1/1980 12:00:00 AM,,18,104,54,Parson Street,0.3,Bristol,"Bristol, City of",Bishopsworth,
BS3 5QJ,Yes,51.431691,-2.603868,358117,170472,ST581704,1/1/1980 12:00:00 AM,,16,35,23,Parson Street,0.3,Bristol,"Bristol, City of",Filwood,
BS3 5QL,Yes,51.432281,-2.602812,358191,170537,ST581705,1/1/1980 12:00:00 AM,,15,63,31,Parson Street,0.4,Bristol,"Bristol, City of",Filwood,
BS3 5QN,Yes,51.432121,-2.602407,358219,170519,ST582705,1/1/1980 12:00:00 AM,,15,81,34,Parson Street,0.4,Bristol,"Bristol, City of",Filwood,
BS3 5QP,Yes,51.431106,-2.602163,358235,170406,ST582704,1/1/1980 12:00:00 AM,,13,35,11,Parson Street,0.5,Bristol,"Bristol, City of",Filwood,
BS3 5QQ,Yes,51.431111,-2.604666,358061,170408,ST580704,1/1/1980 12:00:00 AM,,17,40,17,Parson Street,0.3,Bristol,"Bristol, City of",Filwood,
BS3 5QR,Yes,51.431975,-2.601096,358310,170502,ST583705,1/1/1980 12:00:00 AM,,12,92,36,Parson Street,0.5,Bristol,"Bristol, City of",Filwood,
BS3 5QS,Yes,51.431824,-2.600648,358341,170485,ST583704,1/1/1980 12:00:00 AM,,12,85,34,Parson Street,0.5,Bristol,"Bristol, City of",Filwood,
BS3 5QT,Yes,51.430734,-2.601122,358307,170364,ST583703,1/1/1980 12:00:00 AM,,13,25,9,Parson Street,0.5,Bristol,"Bristol, City of",Filwood,
BS3 5QU,Yes,51.427991,-2.599389,358425,170058,ST584700,1/1/1980 12:00:00 AM,,38,40,16,Parson Street,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5QW,Yes,51.431243,-2.603503,358142,170422,ST581704,1/1/1980 12:00:00 AM,,16,11,5,Parson Street,0.4,Bristol,"Bristol, City of",Filwood,
BS3 5QX,No,51.426539,-2.605483,358000,169900,ST579698,1/1/1980 12:00:00 AM,12/1/1981 12:00:00 AM,18,,,Parson Street,0.8,Bristol,"Bristol, City of",Bishopsworth,
BS3 5QY,Yes,51.428432,-2.601135,358304,170108,ST583701,1/1/1980 12:00:00 AM,,21,,,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5QZ,No,51.430165,-2.599777,358400,170300,ST583702,1/1/1980 12:00:00 AM,12/1/1981 12:00:00 AM,17,,,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5RA,No,51.429259,-2.601204,358300,170200,ST582701,1/1/1980 12:00:00 AM,12/1/1986 12:00:00 AM,17,,,Parson Street,0.6,Bristol,"Bristol, City of",Filwood,
BS3 5RB,Yes,51.430614,-2.601739,358264,170351,ST582703,1/1/1980 12:00:00 AM,,13,4,3,Parson Street,0.5,Bristol,"Bristol, City of",Filwood,
BS3 5RD,Yes,51.430419,-2.601133,358306,170329,ST583703,1/1/1980 12:00:00 AM,,13,,,Parson Street,0.6,Bristol,"Bristol, City of",Filwood,
BS3 5RE,Yes,51.430281,-2.603447,358145,170315,ST581703,1/1/1980 12:00:00 AM,,15,64,32,Parson Street,0.5,Bristol,"Bristol, City of",Filwood,
BS3 5RF,Yes,51.430604,-2.603638,358132,170351,ST581703,1/1/1980 12:00:00 AM,,16,26,9,Parson Street,0.4,Bristol,"Bristol, City of",Filwood,
BS3 5RG,Yes,51.429543,-2.603653,358130,170233,ST581702,1/1/1980 12:00:00 AM,,15,46,19,Parson Street,0.5,Bristol,"Bristol, City of",Filwood,
BS3 5RH,Yes,51.430118,-2.605559,357998,170298,ST579702,1/1/1980 12:00:00 AM,,19,17,9,Parson Street,0.4,Bristol,"Bristol, City of",Bishopsworth,
BS3 5RJ,Yes,51.429448,-2.606313,357945,170224,ST579702,1/1/1980 12:00:00 AM,,21,,,Parson Street,0.4,Bristol,"Bristol, City of",Bishopsworth,
BS3 5RL,No,51.428360,-2.601192,358300,170100,ST582700,1/1/1980 12:00:00 AM,12/1/1983 12:00:00 AM,21,,,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5RN,Yes,51.427857,-2.602782,358189,170045,ST581700,1/1/1980 12:00:00 AM,,16,1,1,Parson Street,0.7,Bristol,"Bristol, City of",Filwood,
BS3 5RP,No,51.428095,-2.603763,358121,170072,ST581700,1/1/1980 12:00:00 AM,11/1/2009 12:00:00 AM,16,,,Parson Street,0.6,Bristol,"Bristol, City of",Filwood,
BS3 5RQ,Yes,51.430106,-2.604365,358081,170296,ST580702,1/1/1980 12:00:00 AM,,17,43,14,Parson Street,0.4,Bristol,"Bristol, City of",Filwood,
BS3 5RR,No,51.428052,-2.605158,358024,170068,ST580700,1/1/1980 12:00:00 AM,11/1/2006 12:00:00 AM,16,,,Parson Street,0.6,Bristol,"Bristol, City of",Bishopsworth,
BS3 5RS,No,51.426539,-2.605483,358000,169900,ST579698,1/1/1980 12:00:00 AM,5/1/1994 12:00:00 AM,18,,,Parson Street,0.8,Bristol,"Bristol, City of",Bishopsworth,
BS3 5RU,Yes,51.427413,-2.605207,358020,169997,ST580699,1/1/1980 12:00:00 AM,,17,,,Parson Street,0.7,Bristol,"Bristol, City of",Bishopsworth,
BS3 5RW,No,51.428609,-2.603468,358142,170129,ST581701,1/1/1980 12:00:00 AM,11/1/2004 12:00:00 AM,15,,,Parson Street,0.6,Bristol,"Bristol, City of",Filwood,
BS3 5RX,No,51.425640,-2.605471,358000,169800,ST579697,1/1/1980 12:00:00 AM,12/1/1983 12:00:00 AM,18,,,Parson Street,0.9,Bristol,"Bristol, City of",Bishopsworth,
BS3 5RY,No,51.425640,-2.605471,358000,169800,ST579697,1/1/1980 12:00:00 AM,6/1/1996 12:00:00 AM,18,,,Parson Street,0.9,Bristol,"Bristol, City of",Bishopsworth,
BS3 5RZ,No,51.426003,-2.604843,358044,169840,ST580698,1/1/1980 12:00:00 AM,12/1/1998 12:00:00 AM,18,,,Parson Street,0.8,Bristol,"Bristol, City of",Bishopsworth,
BS3 5SA,Yes,51.426457,-2.605712,357984,169891,ST579698,11/1/2006 12:00:00 AM,,18,,,Parson Street,0.8,Bristol,"Bristol, City of",Bishopsworth,
BS3 5SB,No,51.426760,-2.602839,358184,169923,ST581699,1/1/1980 12:00:00 AM,3/1/2019 12:00:00 AM,20,,,Parson Street,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5SD,Yes,51.426633,-2.604736,358052,169910,ST580699,1/1/1980 12:00:00 AM,,18,,,Parson Street,0.8,Bristol,"Bristol, City of",Bishopsworth,
BS3 5SE,No,51.418447,-2.605375,358000,169000,ST579689,1/1/1980 12:00:00 AM,12/1/1981 12:00:00 AM,44,,,Parson Street,1.7,Bristol,"Bristol, City of",Bishopsworth,
BS3 5SF,No,51.426547,-2.604045,358100,169900,ST580698,1/1/1980 12:00:00 AM,5/1/1994 12:00:00 AM,18,,,Parson Street,0.8,Bristol,"Bristol, City of",Filwood,
BS3 5SQ,No,51.426539,-2.605483,358000,169900,ST579698,1/1/1980 12:00:00 AM,12/1/1985 12:00:00 AM,18,,,Parson Street,0.8,Bristol,"Bristol, City of",Bishopsworth,
BS3 9AD,No,51.438707,-2.601529,358286,171251,ST582712,5/1/2005 12:00:00 AM,5/1/2006 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AE,No,51.438707,-2.601529,358286,171251,ST582712,6/1/2006 12:00:00 AM,7/1/2006 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AF,No,51.438707,-2.601529,358286,171251,ST582712,6/1/2005 12:00:00 AM,7/1/2011 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AG,No,51.438707,-2.601529,358286,171251,ST582712,6/1/2005 12:00:00 AM,7/1/2006 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AH,No,51.438707,-2.601529,358286,171251,ST582712,6/1/2005 12:00:00 AM,7/1/2006 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AJ,No,51.438707,-2.601529,358286,171251,ST582712,8/1/2005 12:00:00 AM,9/1/2006 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AL,No,51.438707,-2.601529,358286,171251,ST582712,8/1/2005 12:00:00 AM,3/1/2007 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AN,No,51.438707,-2.601529,358286,171251,ST582712,8/1/2005 12:00:00 AM,10/1/2006 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AP,No,51.438707,-2.601529,358286,171251,ST582712,8/1/2005 12:00:00 AM,9/1/2007 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AQ,No,51.438707,-2.601529,358286,171251,ST582712,9/1/2005 12:00:00 AM,3/1/2007 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
BS3 9AR,No,51.438707,-2.601529,358286,171251,ST582712,9/1/2005 12:00:00 AM,10/1/2012 12:00:00 AM,20,,,Bedminster,0.5,Bristol,"Bristol, City of",Bedminster,
