id,name,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
21431303,"Stylish house - double bedroom, kitchen, bathroom.",53734866,Marcus,"2016-01-07 00:00:00,000","Bristol, United Kingdom","Hi there. I'm a professional photographer and part time musician! I love cycling of all types - racing, mountain biking and commuting. Its great being part of the Airbnb community and hosting people visiting beautiful Bristol and Its a pleasure sharing my home.  Hi I'm Eddy I Like bones and chasing squirrels.",within a day,"1,0","0,5",0,1,1,"['email', 'phone']",1,1,Windmill Hill,"51,44077","-2,5825",Private room in townhouse,Private room,2,"1,0",1 shared bath,"1,0","1,0","78,0",10,28,1,29,59,89,364,269,0,0,96,0,0,"0,0","2017-10-28 00:00:00,000","2022-08-28 00:00:00,000","4,96","4,99","4,93","4,99","4,99","4,87","4,9",0,1,0,1,0,"2,79"
21634802,Self contained studio flat Southville,20987636,Samantha,"2014-09-05 00:00:00,000","Bristol, United Kingdom","Hello, I'm Sam and I live in Southville with my partner Rob and our two teenage sons. We also have two cats who like to hang around the front garden waiting for strokes from passers by and a friendly Labrador.",within an hour,"1,0","0,99",1,1,1,"['email', 'phone']",1,1,Southville,"51,44564","-2,60258",Private room in home,Private room,2,"1,0",1 private bath,"1,0","1,0","51,0",2,30,1,4,16,32,168,233,55,6,34,72,255,"13005,0","2022-04-28 00:00:00,000","2025-09-24 00:00:00,000","4,97","4,98","4,91","4,99","4,97","4,9","4,93",1,1,0,1,0,"5,6"
21706600,What a view!,27909992,Jeremy,"2015-02-17 00:00:00,000","Bristol, United Kingdom",,within a few hours,"1,0","1,0",1,2,2,"['email', 'phone']",1,1,St George Troopers Hill,"51,45315","-2,53477",Private room in home,Private room,1,"1,0",1 shared bath,"1,0","1,0","31,0",1,30,1,8,31,31,83,35,2,0,31,6,12,"372,0","2017-12-08 00:00:00,000","2025-01-12 00:00:00,000","5,0","5,0","4,97","4,97","5,0","4,89","4,97",0,2,0,2,0,"0,37"
22683171,Lovely Room in Excellent Bristol Location,35097126,Maureen Jill,"2015-06-05 00:00:00,000","Bristol, United Kingdom",David works as an Energy Adviser for a charity specializing in helping those who are living in fuel poverty.  Jill is a part time consultant who works with various voluntary agencies.,within an hour,"1,0","0,68",1,2,2,"['email', 'phone']",1,1,Bishopston & Ashley Down,"51,48658","-2,58688",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","1,0","45,0",1,4,1,25,55,85,85,52,0,0,85,1,0,"0,0","2018-03-12 00:00:00,000","2024-06-15 00:00:00,000","4,98","5,0","5,0","5,0","5,0","4,94","4,96",0,1,0,1,0,"0,57"
22695560,Double room with ensuite in central Bristol,38361348,Philippa,"2015-07-13 00:00:00,000","Bristol, United Kingdom",Originally from Cornwall UK but have lived in a few places including 17 years in South Germany. We enjoy travelling as much as possible and eating and drinking and watching telly!,within an hour,"1,0","0,96",1,1,1,"['email', 'phone']",1,1,Ashley,"51,45984","-2,58424",Private room in rental unit,Private room,2,"1,5",1.5 baths,"1,0","1,0","47,0",2,7,1,6,6,6,6,224,12,0,6,35,72,"3384,0","2018-02-04 00:00:00,000","2025-08-17 00:00:00,000","4,96","4,97","4,96","4,97","4,98","4,93","4,9",0,1,0,1,0,"2,41"
22935217,Ideal base for exploring Bristol and Bath,23763156,Holly,"2014-11-15 00:00:00,000","Bristol, United Kingdom","Hello! I'm Holly, and I've been a host for 6 years. Air BnB is my first choice of accommodation when my partner Tim & I go away. Air BnB really suits our lifestyle as we're open, honest & curious people.  I'm a creative person with a specialism in home interiors. Tim and I are active & outdoorsy - we're out cycling or hitting the gym most days of the week. We take pride in keeping a clean and tidy home full of colour.",within a few hours,"1,0","0,88",1,1,1,"['email', 'phone']",1,1,Brislington West,"51,44414","-2,56624",Private room in townhouse,Private room,2,"1,5",1.5 baths,"1,0","1,0","66,0",1,3,1,21,51,81,355,283,33,2,88,35,198,"13068,0","2018-02-17 00:00:00,000","2025-09-14 00:00:00,000","4,99","4,99","4,99","4,98","4,99","4,91","4,93",0,1,0,1,0,"3,06"
22977914,Bristol Roomy Double Room Street Parking Hot Tub,62911460,Jane,"2016-03-14 00:00:00,000","Bristol, United Kingdom","I live with my husband Andy, our son, and daughter.  We often relax in the hot tub to recharge our batteries and get centred. I am quite spiritual, a Counsellor and Reiki Master. Ask me about availability of Reiki, Indian Head Massage and Hopi Ear Candle if you fancy a treatment whilst  here. We love spending time with family and in the garden.",within an hour,"1,0","1,0",0,8,9,"['email', 'phone']",1,1,Stoke Bishop,"51,48659","-2,64505",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","1,0","36,0",1,4,1,14,31,46,53,28,18,3,49,5,108,"3888,0","2018-03-23 00:00:00,000","2025-09-16 00:00:00,000","4,96","4,96","4,93","4,96","4,96","4,71","4,96",0,3,0,3,0,"0,31"
23003996,Beautiful room on the Top Floor of Artistic House,87714363,Hilary,"2016-08-03 00:00:00,000","Bristol, United Kingdom","I'm an artist and designer, my husband is a biologist and our home is full of art and curiosities, we love travelling, cooking, all kinds of culture and meeting new people. I'm always happy to share my knowledge of Bristol and this interesting neighbourhood with my guests",within a few hours,"1,0","0,5",0,2,2,"['email', 'phone']",1,1,Cotham,"51,46484","-2,59054",Private room in townhouse,Private room,2,"1,0",1 private bath,"1,0","1,0","45,0",2,60,1,0,3,33,33,46,0,0,33,6,0,"0,0","2018-04-21 00:00:00,000","2024-09-15 00:00:00,000","4,96","4,96","4,93","4,98","5,0","4,98","4,93",0,2,0,2,0,"0,51"
23083602,Private room close to Cabot Circus&City Centre,15752742,Irene & Jorge,"2014-05-20 00:00:00,000","Bristol, United Kingdom","A book lover, tv and film modest maniac attempting to work on my PhD without being too distracted by things. My partner in crime Jorge, is one step ahead of me as he is already done with that crazy journey.  Are you sleeping yet with this? We are frequently out running or cycling unless muscles and joints ache. Cooking is a big part of our lives as vegetarians with a soft spot for pizza, indian and mexican food.",within a few hours,"1,0","1,0",1,1,1,"['email', 'phone']",1,1,Lawrence Hill,"51,45759963989258","-2,578339099884033",Private room in condo,Private room,2,"1,0",1 private bath,"1,0","1,0","43,0",2,4,1,9,35,65,65,350,37,3,65,78,222,"9546,0","2018-05-27 00:00:00,000","2025-09-18 00:00:00,000","4,97","4,97","4,99","4,98","5,0","4,9","4,93",0,1,0,1,0,"3,92"
24456335,"Comfy, great nights sleep in Bristol",63388767,Samantha,"2016-03-17 00:00:00,000","Bristol, United Kingdom","Young at heart, creative but professional 40something host, 3 cats, no kids, v. clean & houseproud as I spent the best part of a year refurbing house, I have a reasonably good social life so i try not to be in all the time, so you get some peace!   It’s pretty quiet & calm in my house, the perfect retreat from outside world... Oh and I’m vegan but not preachy...",within a few hours,"1,0","0,75",0,2,2,"['email', 'phone']",1,1,Avonmouth & Lawrence Weston,"51,48897","-2,67251",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","1,0","51,0",1,31,1,20,39,65,144,20,3,0,65,1,18,"918,0","2018-05-07 00:00:00,000","2025-08-25 00:00:00,000","5,0","4,9","5,0","4,95","5,0","4,9","4,95",0,2,0,2,0,"0,22"
24722526,What a view too!,27909992,Jeremy,"2015-02-17 00:00:00,000","Bristol, United Kingdom",,within a few hours,"1,0","1,0",1,2,2,"['email', 'phone']",1,1,St George Troopers Hill,"51,45346","-2,5345",Private room in home,Private room,1,"1,0",1 shared bath,"1,0","1,0","26,0",2,31,1,17,46,73,157,64,22,4,73,11,132,"3432,0","2018-05-24 00:00:00,000","2025-09-19 00:00:00,000","4,94","4,97","4,89","4,98","4,94","4,77","4,91",0,2,0,2,0,"0,72"
26102421,Gert Yurt - Huge Secret Garden in the City,20999681,Artemis,"2014-09-06 00:00:00,000","Bristol, United Kingdom","Hello, I live in Bristol, UK with my two children and my partner Ollie. I work in self-directed education and children’s rights. Ollie and I are also both drag kings and cabaret producers.",within an hour,"1,0","0,96",1,4,6,"['email', 'phone']",1,1,Ashley,"51,47303","-2,57739",Private room in yurt,Private room,6,"1,5",1.5 shared baths,"1,0","3,0","44,0",2,1125,1,11,28,47,212,97,8,0,54,12,48,"2112,0","2018-07-15 00:00:00,000","2025-08-03 00:00:00,000","4,79","4,88","4,77","4,94","4,96","4,9","4,76",0,4,1,3,0,"1,11"
26703717,Light single bedroom Victorian house nr University,45194983,Martha,"2015-09-27 00:00:00,000","Bristol, United Kingdom","Hello I moved to Bristol 5 years ago with my husband. We are absolutely enchanted both with the city and the convenient location of our home that we tend with loving care. I was born in Mexico and my husband in South Africa. We have lived in Latin America, Continental Europe and Asia for much of our life; before Bristol, in Thailand, travelling widely across Asia. We thrive on meeting people from a wide range of cultures in a welcoming home.",within an hour,"1,0","0,98",1,1,2,"['email', 'phone']",1,1,Cotham,"51,46609","-2,60554",Private room in home,Private room,1,"1,0",1 shared bath,"1,0","1,0","44,0",2,15,1,14,43,49,219,221,32,2,49,47,192,"8448,0","2018-07-27 00:00:00,000","2025-09-22 00:00:00,000","4,9","4,88","4,96","4,91","4,91","4,9","4,83",1,1,0,1,0,"2,53"
26787293,Quiet room in south Bristol with great bus links,200299279,Charles,"2018-07-06 00:00:00,000","Bristol, United Kingdom","Me and my partner, viktoria both work for the environmental sector and care alot about environment. I'm from London and she is from Hungary. I will show around and then probably you leave to it. She will go above and beyond to make sure you're cosy. and so balance is achieved :)",within a few hours,"1,0","0,84",1,1,1,"['email', 'phone']",1,1,Filwood,"51,4214","-2,58083",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","1,0","26,0",4,60,1,17,24,24,24,60,17,1,24,15,136,"3536,0","2018-08-10 00:00:00,000","2025-09-14 00:00:00,000","4,85","4,85","4,65","4,97","4,93","4,57","4,85",0,1,0,1,0,"0,69"
27564448,"Cosy room, in spacious house - Ashton Vale",61530225,Giovanni,"2016-03-04 00:00:00,000","Bristol, United Kingdom",I'm an outgoing guy who has been hosting guests for over seven years now. I'm also a well travelled/cultured individual who appreciates and respects someone's home as I have an apartment myself which I let out in north Italy.  I look forward to hearing and speaking to some of you soon and hopefully welcoming you to my house! Thanks for reading e grazie mille! Giovanni,within an hour,"1,0","0,95",1,1,1,"['email', 'phone']",1,1,Bedminster,"51,43356","-2,62866",Private room in home,Private room,1,"1,5",1.5 shared baths,"3,0","1,0","47,0",2,62,1,13,42,69,245,112,12,2,72,10,72,"3384,0","2018-08-11 00:00:00,000","2025-09-20 00:00:00,000","4,95","4,98","4,93","4,95","4,98","4,85","4,94",0,1,0,1,0,"1,29"
27830397,A tranquil hideaway in Clifton Village,15363066,Shena,"2014-05-11 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,97",0,1,1,"['email', 'phone']",1,1,Clifton,"51,45469","-2,62241",Private room in guest suite,Private room,2,"1,0",1 private bath,"1,0","1,0","70,0",2,6,1,19,20,20,20,306,17,2,20,49,102,"7140,0","2018-10-14 00:00:00,000","2025-09-24 00:00:00,000","4,94","4,94","4,96","4,98","4,98","4,97","4,93",0,1,0,1,0,"3,61"
28731987,"Henleaze, en-suite king size double, free parking",16091010,Catherine,"2014-05-28 00:00:00,000","Bristol, United Kingdom","Now that we’ve both retired, my husband and I have undertaken interesting voluntary work which keeps us out of mischief! We also enjoy socialising with friends and family, travelling, the arts, theatre, playing bridge and walking.",within an hour,"1,0","0,9",1,1,1,"['email', 'phone']",1,1,Westbury-on-Trym & Henleaze,"51,49057","-2,60192",Private room in home,Private room,2,"1,0",1 private bath,"1,0","1,0","43,0",2,4,1,8,26,48,48,115,12,1,48,20,72,"3096,0","2018-11-11 00:00:00,000","2025-09-12 00:00:00,000","4,9","4,94","4,94","4,96","4,95","4,82","4,83",0,1,0,1,0,"1,37"
29432972,Private Royal room 2 in home hosted by Laina,65681357,Laina,"2016-04-03 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,96",0,6,6,"['email', 'phone']",1,1,Lockleaze,"51,49494934082031","-2,5665030479431152",Private room in home,Private room,2,"1,5",1.5 shared baths,"1,0","1,0","44,0",1,1125,1,21,51,81,356,23,2,1,88,13,12,"528,0","2023-03-20 00:00:00,000","2025-09-06 00:00:00,000","4,17","4,22","4,17","4,48","4,48","4,39","3,78",0,5,0,5,0,"0,75"
29530787,Beautiful Blue Room in Artistic household,87714363,Hilary,"2016-08-03 00:00:00,000","Bristol, United Kingdom","I'm an artist and designer, my husband is a biologist and our home is full of art and curiosities, we love travelling, cooking, all kinds of culture and meeting new people. I'm always happy to share my knowledge of Bristol and this interesting neighbourhood with my guests",within a few hours,"1,0","0,5",0,2,2,"['email', 'phone']",1,1,Cotham,"51,46377","-2,59178",Private room in townhouse,Private room,2,"1,5",1.5 baths,"1,0","1,0","41,0",2,300,1,0,1,25,25,9,1,0,25,0,6,"246,0","2018-12-17 00:00:00,000","2025-06-03 00:00:00,000","5,0","5,0","4,89","5,0","5,0","5,0","4,89",0,2,0,2,0,"0,11"
29541041,No.73 - Boutique style nr Glos rd,64553182,Jodie,"2016-03-26 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,85",1,1,2,"['email', 'phone']",1,1,Bishopston & Ashley Down,"51,48172","-2,58415",Private room in townhouse,Private room,5,"1,0",1 private bath,"2,0","3,0","86,0",1,1125,1,24,46,76,76,110,38,4,76,38,228,"19608,0","2019-03-03 00:00:00,000","2025-09-21 00:00:00,000","4,91","4,92","4,98","4,93","4,98","4,88","4,76",0,1,0,1,0,"1,38"
29878335,Double Room in Southville,27540782,Sophia,"2015-02-10 00:00:00,000","Bristol, United Kingdom",,within a few hours,"1,0","0,42",0,1,4,"['email', 'phone']",1,1,Southville,"51,44389","-2,60641",Private room in home,Private room,1,"1,0",1 shared bath,"1,0","1,0","39,0",30,730,1,20,50,80,260,11,3,0,87,5,180,"7020,0","2019-02-03 00:00:00,000","2025-02-28 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",0,1,0,1,0,"0,14"
30401303,Beautiful quiet room in the heart of Bristol!,86890207,Tatiana,"2016-07-30 00:00:00,000","Bristol, United Kingdom","I am a graphic designer and a watercolour artist. I live in Bristol, UK, with my 14 year old son. And we love travelling :)",within an hour,"1,0","0,5",0,1,1,"['email', 'phone']",1,1,Bishopston & Ashley Down,"51,48332","-2,58125",Private room in home,Private room,1,"1,5",1.5 shared baths,"1,0","1,0","37,0",1,5,1,6,18,18,18,24,2,0,18,0,12,"444,0","2019-03-10 00:00:00,000","2025-06-08 00:00:00,000","4,83","4,88","4,83","4,83","4,92","4,88","4,88",0,1,0,1,0,"0,3"
31454348,Private room in superb Southville Location Mon-Fri,207026011,Ed,"2018-08-03 00:00:00,000","Bristol, United Kingdom",,within a few hours,"1,0","1,0",1,1,1,"['email', 'phone']",1,1,Southville,"51,44507","-2,60554",Private room in townhouse,Private room,1,"1,5",1.5 shared baths,"1,0","1,0","41,0",3,8,1,8,8,8,8,33,7,2,8,6,42,"1722,0","2019-02-15 00:00:00,000","2025-09-12 00:00:00,000","5,0","4,97","4,97","5,0","4,97","4,94","4,97",0,1,0,1,0,"0,41"
32288245,Toad Lodge The Brown Room,100890506,Lydia,"2016-10-23 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","1,0",1,3,3,"['email', 'phone']",1,1,Cotham,"51,46405792236328","-2,598507881164551",Private room in bed and breakfast,Private room,2,"1,0",1 shared bath,"1,0","2,0","52,0",1,10,1,11,29,51,133,380,95,2,51,110,255,"13260,0","2019-02-24 00:00:00,000","2025-09-12 00:00:00,000","4,82","4,88","4,88","4,92","4,93","4,85","4,86",0,3,0,3,0,"4,74"
32288430,Toad Lodge The Green Room,100890506,Lydia,"2016-10-23 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","1,0",1,3,3,"['email', 'phone']",1,1,Cotham,"51,46406","-2,59851",Private room in bed and breakfast,Private room,2,"1,0",1 shared bath,"1,0","2,0","49,0",1,10,1,15,38,62,144,447,76,2,62,59,255,"12495,0","2019-02-24 00:00:00,000","2025-09-07 00:00:00,000","4,79","4,89","4,79","4,89","4,92","4,87","4,82",0,3,0,3,0,"5,57"
32506577,"Central, Spacious Attic Room: Views + Free Parking",19730543,Guy,"2014-08-09 00:00:00,000","Bristol, United Kingdom","Hello!   I’m Guy! I live in the centre of Bristol,  UK with my partner Seb, cocker spaniel, Hercules and cat, PussCat.  I love travelling and spending time outdoors, walking and watching wildlife.   I look forwards to welcoming you to our place Bristol and Spain.",within an hour,"1,0","1,0",1,2,2,"['email', 'phone']",1,1,Brislington West,"51,44045","-2,55328",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","2,0","52,0",1,56,1,10,39,68,248,39,6,0,75,1,36,"1872,0","2019-03-03 00:00:00,000","2025-07-30 00:00:00,000","4,95","4,97","4,95","5,0","5,0","4,92","4,97",1,1,0,1,0,"0,49"
32780334,Contemporary Double Room w/Ensuite in Quiet Suburb,52701992,Rosie,"2015-12-29 00:00:00,000","Bristol, United Kingdom","I’m Bristol born and bred, with so much love for the city. I’m a working professional in the arts and community sector and have lots of knowledge about places to visit in Bristol.   I look forward to offering a comfortable space for guests to kick back and relax in the quiet rural area of Bristol providing amazing transport links to the city and nearby business districts.",within an hour,"1,0","1,0",0,2,2,"['email', 'phone']",1,1,Avonmouth & Lawrence Weston,"51,48493","-2,674",Private room in home,Private room,2,"0,0",0 shared baths,"1,0","1,0","70,0",2,1125,1,0,0,0,80,17,0,0,0,0,0,"0,0","2020-09-03 00:00:00,000","2022-05-29 00:00:00,000","4,88","4,94","5,0","5,0","5,0","4,59","4,82",0,2,1,1,0,"0,28"
33389220,Victorian School House conversion in Upper Knowle,8410742,Rebecca Zoe,"2013-08-26 00:00:00,000","Bristol, United Kingdom",I live in Bristol and teach yoga.  I've used AirBNB several times with great pleasure - it feels much better than being in an anonymous hotel.   I travel a lot - in the UK and Europe.  And I've made good friends with one or two or my AirBNB hosts.   I used to live in Sussex and regularly hosted Airbnbers in my house there.  So I know what both sides of the transaction are like.  I hope I'm as good a guest as I'd like my guests to be.,within a day,"1,0","1,0",0,1,3,"['email', 'phone']",1,1,Knowle,"51,436","-2,56753",Private room in rental unit,Private room,2,"1,5",1.5 shared baths,"1,0","1,0","59,0",2,100,1,28,58,88,88,16,1,0,88,0,6,"354,0","2019-12-01 00:00:00,000","2025-07-04 00:00:00,000","4,94","5,0","5,0","5,0","4,94","4,81","4,69",0,1,0,1,0,"0,23"
33867929,Large Private room Clifton Village,25952784,Rachel,"2015-01-11 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,79",1,2,2,"['email', 'phone']",1,1,Clifton,"51,45528","-2,61642",Private room in condo,Private room,1,"1,5",1.5 shared baths,"1,0","1,0","64,0",3,60,1,21,51,78,78,52,7,0,78,5,42,"2688,0","2019-05-04 00:00:00,000","2025-08-03 00:00:00,000","5,0","4,98","4,94","5,0","5,0","4,98","4,88",0,1,0,1,0,"0,67"
34038112,Happy and cosy master bedroom with ensuite shower,257017414,Craig&Ewa,"2019-04-20 00:00:00,000","Bristol, United Kingdom","We are a cheerful and friendly couple who share a passion for cooking and exploring diverse cuisines. As avid travelers, we enjoy meeting people from different cultures and backgrounds. We are also actively involved in fostering animals from a local rescue organization and participate in fundraising activities. We value politeness, friendliness, and respect. While we enjoy socializing and having fun, we also appreciate moments of relaxation",within an hour,"1,0","0,99",1,1,1,"['email', 'phone']",1,1,Filwood,"51,43195","-2,59896",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","1,0","42,0",1,28,1,13,38,57,57,196,68,3,57,6,255,"10710,0","2019-04-28 00:00:00,000","2025-09-21 00:00:00,000","4,98","4,97","4,98","4,97","4,99","4,85","4,94",0,1,0,1,0,"2,51"
34047417,"En-suite, Kingsize, Attic room.",109506458,Amy,"2017-01-02 00:00:00,000","Bristol, United Kingdom",Family of four. We like to see the world on a budget but we like to enjoy the luxury of a good deal ;-)  We are kind and considerate to any place we stay. X,within a few hours,"1,0","0,33",0,2,2,"['email', 'phone']",1,1,Eastville,"51,47785","-2,53993",Private room in bed and breakfast,Private room,2,"1,0",1 private bath,"1,0","1,0","50,0",2,1125,1,30,60,90,365,38,1,1,97,0,6,"300,0","2019-05-07 00:00:00,000","2025-09-21 00:00:00,000","4,97","4,95","4,92","4,95","4,97","4,95","4,87",0,2,1,1,0,"0,49"
34505914,"Comfortable room, quiet road with easy parking.",260432780,Caroline,"2019-05-07 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","1,0",1,1,2,"['email', 'phone']",1,1,St George West,"51,45924","-2,54136",Private room in home,Private room,1,"1,5",1.5 shared baths,"1,0","1,0","33,0",1,15,1,4,9,35,35,180,36,0,35,33,216,"7128,0","2019-06-01 00:00:00,000","2025-08-10 00:00:00,000","4,98","4,97","4,96","4,99","4,99","4,82","4,96",0,1,0,1,0,"2,34"
34708584,Big Private double bedroom in family home,261770998,Sheida,"2019-05-14 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,71",1,2,3,"['email', 'phone']",1,1,Horfield,"51,49402","-2,57867",Private room in home,Private room,2,"2,0",2 shared baths,"1,0","2,0","59,0",90,180,1,29,59,89,269,57,0,0,96,8,0,"0,0","2019-09-09 00:00:00,000","2024-09-11 00:00:00,000","4,81","4,82","4,68","4,93","4,91","4,79","4,65",1,2,0,2,0,"0,77"
35122629,Beautiful King Size room for Professionals,238268860,Saghi,"2019-01-22 00:00:00,000","Bristol, United Kingdom","Being a host with AirBnB means I get to meet lots of interesting and lovely people and hear about their travels and adventures.  I've travelled around the world myself but now work from home running my own business.  I'm  super sporty, love tennis and most sports and always see the glass as half full.  I've recently bought and completely renovated this lovely house in this wonderful part of Bristol and it's nice to be able to share it with other people who are passing through.",within an hour,"1,0","0,84",1,2,2,"['email', 'phone']",1,1,Avonmouth & Lawrence Weston,"51,49361","-2,64789",Private room in home,Private room,1,"1,0",1 shared bath,"1,0","1,0","34,0",4,14,1,12,12,36,36,91,19,2,36,0,152,"5168,0","2019-06-30 00:00:00,000","2025-09-06 00:00:00,000","4,9","4,97","4,99","4,97","4,96","4,82","4,92",0,2,0,2,0,"1,2"
35265468,Lovely quiet & clean private room in shared house,63388767,Samantha,"2016-03-17 00:00:00,000","Bristol, United Kingdom","Young at heart, creative but professional 40something host, 3 cats, no kids, v. clean & houseproud as I spent the best part of a year refurbing house, I have a reasonably good social life so i try not to be in all the time, so you get some peace!   It’s pretty quiet & calm in my house, the perfect retreat from outside world... Oh and I’m vegan but not preachy...",within a few hours,"1,0","0,75",0,2,2,"['email', 'phone']",1,1,Avonmouth & Lawrence Weston,"51,48896","-2,67253",Private room in home,Private room,2,"0,0",0 shared baths,"1,0","1,0","41,0",1,31,1,20,39,65,144,4,0,0,65,0,0,"0,0","2021-11-20 00:00:00,000","2022-10-14 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",0,2,0,2,0,"0,09"
35297082,Lovely Double Room in Bristol w. Private Bathroom,27324664,Zoe,"2015-02-06 00:00:00,000","Bristol, United Kingdom","Travelling here, there and everywhere...",within a few hours,"1,0","0,69",1,4,4,"['email', 'phone']",1,1,Knowle,"51,43834","-2,56375",Private room in home,Private room,2,"1,0",1 private bath,"1,0","1,0","60,0",2,70,1,17,39,58,85,89,6,0,62,17,36,"2160,0","2019-08-10 00:00:00,000","2025-06-08 00:00:00,000","4,98","4,98","4,97","5,0","4,99","4,89","4,93",0,4,1,3,0,"1,19"
36968595,"Friendly popular area,near Bristol City Centre",40474073,Georgia,"2015-08-04 00:00:00,000","Bristol, United Kingdom","I have lived in my house since 1999. Totterdown is a great area to live in. I am interested in the arts, being by the sea with my family, reading, drawing and making ceramics.",within an hour,"1,0","0,99",1,1,1,"['email', 'phone']",1,1,Windmill Hill,"51,44214","-2,57977",Private room in townhouse,Private room,2,"1,0",1 private bath,"1,0","1,0","53,0",1,4,1,14,32,60,60,410,75,7,60,74,255,"13515,0","2019-08-01 00:00:00,000","2025-09-21 00:00:00,000","4,93","4,94","4,91","4,98","4,99","4,85","4,9",1,1,0,1,0,"5,47"
44384310,Bristol Bubble: 3 bedrooms on vibrant street,29674675,Prue,"2015-03-20 00:00:00,000","Bristol, United Kingdom","My name is Prue, a keen cook who likes crosswords, Scrabble, paintings and red wine in any order. I love Bristol. It is friendly and quirky and interesting. After more than 10 years here, I realise I will never get it properly, as it is so many things to different people.... I am a few minutes' walk from the Gloucestershire County Ground (cricket, Neville Road) in the middle of a long road of mostly independent shops, galleries, cafes, restaurants and pubs. Who could ask for more?",within an hour,"1,0","1,0",1,2,2,"['email', 'phone']",1,1,Redland,"51,47725","-2,59179",Private room in townhouse,Private room,6,"1,0",1 private bath,"3,0","4,0","36,0",1,7,1,7,23,41,298,239,63,8,41,58,255,"9180,0","2020-08-01 00:00:00,000","2025-09-23 00:00:00,000","4,9","4,92","4,9","4,95","4,95","4,9","4,9",0,2,0,2,0,"3,81"
44425573,"Comfy, private room in family home. Twin beds",46931021,Polly,"2015-10-19 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,91",1,2,3,"['email', 'phone']",1,1,Easton,"51,46784","-2,55824",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","2,0","33,0",1,365,1,23,46,76,76,176,59,3,76,56,255,"8415,0","2023-01-01 00:00:00,000","2025-09-07 00:00:00,000","4,77","4,8","4,51","4,93","4,97","4,72","4,77",0,2,0,2,0,"5,28"
49067284,Sunny side Speedwell,93719894,Lauren,"2016-09-05 00:00:00,000","Bristol, United Kingdom",Welcome to The Spare Room. We are pretty relaxed and like to play music. We’re up for a chat too.,within an hour,"1,0","1,0",1,1,1,"['email', 'phone']",1,1,Eastville,"51,46876","-2,53958",Private room in home,Private room,1,"1,5",1.5 shared baths,"1,0","1,0","25,0",2,14,1,15,35,55,55,41,14,1,55,5,84,"2100,0","2021-05-05 00:00:00,000","2025-09-18 00:00:00,000","4,88","4,88","4,93","4,98","4,9","4,44","4,83",0,1,0,1,0,"0,77"
50338317,Great views in a lovely bright welcoming home. Lu,25066739,Fran,"2014-12-21 00:00:00,000","Bristol, United Kingdom","Hi I'm Fran. I am a life coach. I love water sports, camping and folk music and dance. I have four adult children who have mostly left home. I love hosting.",within an hour,"1,0","1,0",1,5,6,"['email', 'phone']",1,1,Avonmouth & Lawrence Weston,"51,4955897004164","-2,650350071489811",Private room in home,Private room,2,"1,0",1 shared bath,"1,0","1,0","89,0",1,365,1,30,60,90,365,6,2,1,97,1,12,"1068,0","2022-09-04 00:00:00,000","2025-09-14 00:00:00,000","5,0","4,83","5,0","4,67","4,83","4,83","4,33",0,4,0,4,0,"0,16"
50829147,"Light, airy and tranquil en-suite loft room",410897425,Allison,"2021-07-04 00:00:00,000","Bristol, United Kingdom",,within a few hours,"1,0","0,96",1,2,2,"['email', 'phone']",1,1,Easton,"51,46141","-2,55835",Private room in home,Private room,2,"1,0",1 private bath,"1,0","1,0","45,0",2,14,1,15,30,49,49,58,36,3,49,30,216,"9720,0","2021-08-01 00:00:00,000","2025-09-21 00:00:00,000","4,98","5,0","4,93","4,95","5,0","4,74","4,95",0,1,0,1,0,"1,15"
